Level,Find Number,Quantity,Reference Designator,Item,Revision,Description,UOM,Note,MPN,Manufacturer,Alternate,Substitute
1,7,4,,2358535-4958,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4959,Each,,A0996 BN5488,BOSSARD,,
1,7,4,,2358535-4959,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4960,Each,,A0996 BN5489,BOSSARD,,
1,7,4,,2358535-4960,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4961,Each,,A0996 BN5490,BOSSARD,,
1,7,4,,2358535-4961,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4962,Each,,A0996 BN5491,BOSSARD,,
1,7,4,,2358535-4962,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4963,Each,,A0996 BN5492,BOSSARD,,
1,7,4,,2358535-4963,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4964,Each,,A0996 BN5493,BOSSARD,,
1,7,4,,2358535-4964,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4965,Each,,A0996 BN5494,BOSSARD,,
1,7,4,,2358535-4965,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4966,Each,,A0996 BN5495,BOSSARD,,
1,7,4,,2358535-4966,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4967,Each,,A0996 BN5496,BOSSARD,,
1,7,4,,2358535-4967,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4968,Each,,A0996 BN5497,BOSSARD,,
1,7,4,,2358535-4968,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4969,Each,,A0996 BN5498,BOSSARD,,
1,7,4,,2358535-4969,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4970,Each,,A0996 BN5499,BOSSARD,,
1,7,4,,2358535-4970,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4971,Each,,A0996 BN5500,BOSSARD,,
1,7,4,,2358535-4971,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4972,Each,,A0996 BN5501,BOSSARD,,
1,7,4,,2358535-4972,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4973,Each,,A0996 BN5502,BOSSARD,,
1,7,4,,2358535-4973,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4974,Each,,A0996 BN5503,BOSSARD,,
1,7,4,,2358535-4974,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4975,Each,,A0996 BN5504,BOSSARD,,
1,7,4,,2358535-4975,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4976,Each,,A0996 BN5505,BOSSARD,,
1,7,4,,2358535-4976,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4977,Each,,A0996 BN5506,BOSSARD,,
1,7,4,,2358535-4977,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4978,Each,,A0996 BN5507,BOSSARD,,
1,7,4,,2358535-4978,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4979,Each,,A0996 BN5508,BOSSARD,,
1,7,4,,2358535-4979,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4980,Each,,A0996 BN5509,BOSSARD,,
1,7,4,,2358535-4980,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4981,Each,,A0996 BN5510,BOSSARD,,
1,7,4,,2358535-4981,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4982,Each,,A0996 BN5511,BOSSARD,,
1,7,4,,2358535-4982,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4983,Each,,A0996 BN5512,BOSSARD,,
1,7,4,,2358535-4983,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4984,Each,,A0996 BN5513,BOSSARD,,
1,7,4,,2358535-4984,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4985,Each,,A0996 BN5514,BOSSARD,,
1,7,4,,2358535-4985,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4986,Each,,A0996 BN5515,BOSSARD,,
1,7,4,,2358535-4986,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4987,Each,,A0996 BN5516,BOSSARD,,
1,7,4,,2358535-4987,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4988,Each,,A0996 BN5517,BOSSARD,,
1,7,4,,2358535-4988,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4989,Each,,A0996 BN5518,BOSSARD,,
1,7,4,,2358535-4989,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4990,Each,,A0996 BN5519,BOSSARD,,
1,7,4,,2358535-4990,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4991,Each,,A0996 BN5520,BOSSARD,,
1,7,4,,2358535-4991,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4992,Each,,A0996 BN5521,BOSSARD,,
1,7,4,,2358535-4992,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4993,Each,,A0996 BN5522,BOSSARD,,
1,7,4,,2358535-4993,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4994,Each,,A0996 BN5523,BOSSARD,,
1,7,4,,2358535-4994,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4995,Each,,A0996 BN5524,BOSSARD,,
1,7,4,,2358535-4995,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4996,Each,,A0996 BN5525,BOSSARD,,
1,7,4,,2358535-4996,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4997,Each,,A0996 BN5526,BOSSARD,,
1,7,4,,2358535-4997,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4998,Each,,A0996 BN5527,BOSSARD,,
1,7,4,,2358535-4998,'1',SLOTTED FLAT HEAD SCREW BRASS M4X4999,Each,,A0996 BN5528,BOSSARD,,
1,7,4,,2358535-4999,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5000,Each,,A0996 BN5529,BOSSARD,,
1,7,4,,2358535-5000,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5001,Each,,A0996 BN5530,BOSSARD,,
1,7,4,,2358535-5001,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5002,Each,,A0996 BN5531,BOSSARD,,
1,7,4,,2358535-5002,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5003,Each,,A0996 BN5532,BOSSARD,,
1,7,4,,2358535-5003,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5004,Each,,A0996 BN5533,BOSSARD,,
1,7,4,,2358535-5004,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5005,Each,,A0996 BN5534,BOSSARD,,
1,7,4,,2358535-5005,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5006,Each,,A0996 BN5535,BOSSARD,,
1,7,4,,2358535-5006,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5007,Each,,A0996 BN5536,BOSSARD,,
1,7,4,,2358535-5007,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5008,Each,,A0996 BN5537,BOSSARD,,
1,7,4,,2358535-5008,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5009,Each,,A0996 BN5538,BOSSARD,,
1,7,4,,2358535-5009,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5010,Each,,A0996 BN5539,BOSSARD,,
1,7,4,,2358535-5010,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5011,Each,,A0996 BN5540,BOSSARD,,
1,7,4,,2358535-5011,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5012,Each,,A0996 BN5541,BOSSARD,,
1,7,4,,2358535-5012,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5013,Each,,A0996 BN5542,BOSSARD,,
1,7,4,,2358535-5013,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5014,Each,,A0996 BN5543,BOSSARD,,
1,7,4,,2358535-5014,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5015,Each,,A0996 BN5544,BOSSARD,,
1,7,4,,2358535-5015,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5016,Each,,A0996 BN5545,BOSSARD,,
1,7,4,,2358535-5016,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5017,Each,,A0996 BN5546,BOSSARD,,
1,7,4,,2358535-5017,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5018,Each,,A0996 BN5547,BOSSARD,,
1,7,4,,2358535-5018,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5019,Each,,A0996 BN5548,BOSSARD,,
1,7,4,,2358535-5019,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5020,Each,,A0996 BN5549,BOSSARD,,
1,7,4,,2358535-5020,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5021,Each,,A0996 BN5550,BOSSARD,,
1,7,4,,2358535-5021,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5022,Each,,A0996 BN5551,BOSSARD,,
1,7,4,,2358535-5022,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5023,Each,,A0996 BN5552,BOSSARD,,
1,7,4,,2358535-5023,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5024,Each,,A0996 BN5553,BOSSARD,,
1,7,4,,2358535-5024,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5025,Each,,A0996 BN5554,BOSSARD,,
1,7,4,,2358535-5025,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5026,Each,,A0996 BN5555,BOSSARD,,
1,7,4,,2358535-5026,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5027,Each,,A0996 BN5556,BOSSARD,,
1,7,4,,2358535-5027,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5028,Each,,A0996 BN5557,BOSSARD,,
1,7,4,,2358535-5028,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5029,Each,,A0996 BN5558,BOSSARD,,
1,7,4,,2358535-5029,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5030,Each,,A0996 BN5559,BOSSARD,,
1,7,4,,2358535-5030,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5031,Each,,A0996 BN5560,BOSSARD,,
1,7,4,,2358535-5031,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5032,Each,,A0996 BN5561,BOSSARD,,
1,7,4,,2358535-5032,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5033,Each,,A0996 BN5562,BOSSARD,,
1,7,4,,2358535-5033,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5034,Each,,A0996 BN5563,BOSSARD,,
1,7,4,,2358535-5034,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5035,Each,,A0996 BN5564,BOSSARD,,
1,7,4,,2358535-5035,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5036,Each,,A0996 BN5565,BOSSARD,,
1,7,4,,2358535-5036,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5037,Each,,A0996 BN5566,BOSSARD,,
1,7,4,,2358535-5037,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5038,Each,,A0996 BN5567,BOSSARD,,
1,7,4,,2358535-5038,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5039,Each,,A0996 BN5568,BOSSARD,,
1,7,4,,2358535-5039,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5040,Each,,A0996 BN5569,BOSSARD,,
1,7,4,,2358535-5040,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5041,Each,,A0996 BN5570,BOSSARD,,
1,7,4,,2358535-5041,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5042,Each,,A0996 BN5571,BOSSARD,,
1,7,4,,2358535-5042,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5043,Each,,A0996 BN5572,BOSSARD,,
1,7,4,,2358535-5043,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5044,Each,,A0996 BN5573,BOSSARD,,
1,7,4,,2358535-5044,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5045,Each,,A0996 BN5574,BOSSARD,,
1,7,4,,2358535-5045,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5046,Each,,A0996 BN5575,BOSSARD,,
1,7,4,,2358535-5046,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5047,Each,,A0996 BN5576,BOSSARD,,
1,7,4,,2358535-5047,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5048,Each,,A0996 BN5577,BOSSARD,,
1,7,4,,2358535-5048,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5049,Each,,A0996 BN5578,BOSSARD,,
1,7,4,,2358535-5049,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5050,Each,,A0996 BN5579,BOSSARD,,
1,7,4,,2358535-5050,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5051,Each,,A0996 BN5580,BOSSARD,,
1,7,4,,2358535-5051,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5052,Each,,A0996 BN5581,BOSSARD,,
1,7,4,,2358535-5052,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5053,Each,,A0996 BN5582,BOSSARD,,
1,7,4,,2358535-5053,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5054,Each,,A0996 BN5583,BOSSARD,,
1,7,4,,2358535-5054,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5055,Each,,A0996 BN5584,BOSSARD,,
1,7,4,,2358535-5055,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5056,Each,,A0996 BN5585,BOSSARD,,
1,7,4,,2358535-5056,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5057,Each,,A0996 BN5586,BOSSARD,,
1,7,4,,2358535-5057,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5058,Each,,A0996 BN5587,BOSSARD,,
1,7,4,,2358535-5058,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5059,Each,,A0996 BN5588,BOSSARD,,
1,7,4,,2358535-5059,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5060,Each,,A0996 BN5589,BOSSARD,,
1,7,4,,2358535-5060,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5061,Each,,A0996 BN5590,BOSSARD,,
1,7,4,,2358535-5061,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5062,Each,,A0996 BN5591,BOSSARD,,
1,7,4,,2358535-5062,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5063,Each,,A0996 BN5592,BOSSARD,,
1,7,4,,2358535-5063,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5064,Each,,A0996 BN5593,BOSSARD,,
1,7,4,,2358535-5064,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5065,Each,,A0996 BN5594,BOSSARD,,
1,7,4,,2358535-5065,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5066,Each,,A0996 BN5595,BOSSARD,,
1,7,4,,2358535-5066,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5067,Each,,A0996 BN5596,BOSSARD,,
1,7,4,,2358535-5067,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5068,Each,,A0996 BN5597,BOSSARD,,
1,7,4,,2358535-5068,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5069,Each,,A0996 BN5598,BOSSARD,,
1,7,4,,2358535-5069,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5070,Each,,A0996 BN5599,BOSSARD,,
1,7,4,,2358535-5070,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5071,Each,,A0996 BN5600,BOSSARD,,
1,7,4,,2358535-5071,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5072,Each,,A0996 BN5601,BOSSARD,,
1,7,4,,2358535-5072,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5073,Each,,A0996 BN5602,BOSSARD,,
1,7,4,,2358535-5073,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5074,Each,,A0996 BN5603,BOSSARD,,
1,7,4,,2358535-5074,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5075,Each,,A0996 BN5604,BOSSARD,,
1,7,4,,2358535-5075,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5076,Each,,A0996 BN5605,BOSSARD,,
1,7,4,,2358535-5076,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5077,Each,,A0996 BN5606,BOSSARD,,
1,7,4,,2358535-5077,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5078,Each,,A0996 BN5607,BOSSARD,,
1,7,4,,2358535-5078,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5079,Each,,A0996 BN5608,BOSSARD,,
1,7,4,,2358535-5079,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5080,Each,,A0996 BN5609,BOSSARD,,
1,7,4,,2358535-5080,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5081,Each,,A0996 BN5610,BOSSARD,,
1,7,4,,2358535-5081,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5082,Each,,A0996 BN5611,BOSSARD,,
1,7,4,,2358535-5082,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5083,Each,,A0996 BN5612,BOSSARD,,
1,7,4,,2358535-5083,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5084,Each,,A0996 BN5613,BOSSARD,,
1,7,4,,2358535-5084,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5085,Each,,A0996 BN5614,BOSSARD,,
1,7,4,,2358535-5085,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5086,Each,,A0996 BN5615,BOSSARD,,
1,7,4,,2358535-5086,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5087,Each,,A0996 BN5616,BOSSARD,,
1,7,4,,2358535-5087,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5088,Each,,A0996 BN5617,BOSSARD,,
1,7,4,,2358535-5088,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5089,Each,,A0996 BN5618,BOSSARD,,
1,7,4,,2358535-5089,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5090,Each,,A0996 BN5619,BOSSARD,,
1,7,4,,2358535-5090,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5091,Each,,A0996 BN5620,BOSSARD,,
1,7,4,,2358535-5091,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5092,Each,,A0996 BN5621,BOSSARD,,
1,7,4,,2358535-5092,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5093,Each,,A0996 BN5622,BOSSARD,,
1,7,4,,2358535-5093,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5094,Each,,A0996 BN5623,BOSSARD,,
1,7,4,,2358535-5094,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5095,Each,,A0996 BN5624,BOSSARD,,
1,7,4,,2358535-5095,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5096,Each,,A0996 BN5625,BOSSARD,,
1,7,4,,2358535-5096,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5097,Each,,A0996 BN5626,BOSSARD,,
1,7,4,,2358535-5097,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5098,Each,,A0996 BN5627,BOSSARD,,
1,7,4,,2358535-5098,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5099,Each,,A0996 BN5628,BOSSARD,,
1,7,4,,2358535-5099,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5100,Each,,A0996 BN5629,BOSSARD,,
1,7,4,,2358535-5100,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5101,Each,,A0996 BN5630,BOSSARD,,
1,7,4,,2358535-5101,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5102,Each,,A0996 BN5631,BOSSARD,,
1,7,4,,2358535-5102,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5103,Each,,A0996 BN5632,BOSSARD,,
1,7,4,,2358535-5103,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5104,Each,,A0996 BN5633,BOSSARD,,
1,7,4,,2358535-5104,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5105,Each,,A0996 BN5634,BOSSARD,,
1,7,4,,2358535-5105,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5106,Each,,A0996 BN5635,BOSSARD,,
1,7,4,,2358535-5106,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5107,Each,,A0996 BN5636,BOSSARD,,
1,7,4,,2358535-5107,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5108,Each,,A0996 BN5637,BOSSARD,,
1,7,4,,2358535-5108,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5109,Each,,A0996 BN5638,BOSSARD,,
1,7,4,,2358535-5109,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5110,Each,,A0996 BN5639,BOSSARD,,
1,7,4,,2358535-5110,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5111,Each,,A0996 BN5640,BOSSARD,,
1,7,4,,2358535-5111,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5112,Each,,A0996 BN5641,BOSSARD,,
1,7,4,,2358535-5112,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5113,Each,,A0996 BN5642,BOSSARD,,
1,7,4,,2358535-5113,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5114,Each,,A0996 BN5643,BOSSARD,,
1,7,4,,2358535-5114,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5115,Each,,A0996 BN5644,BOSSARD,,
1,7,4,,2358535-5115,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5116,Each,,A0996 BN5645,BOSSARD,,
1,7,4,,2358535-5116,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5117,Each,,A0996 BN5646,BOSSARD,,
1,7,4,,2358535-5117,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5118,Each,,A0996 BN5647,BOSSARD,,
1,7,4,,2358535-5118,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5119,Each,,A0996 BN5648,BOSSARD,,
1,7,4,,2358535-5119,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5120,Each,,A0996 BN5649,BOSSARD,,
1,7,4,,2358535-5120,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5121,Each,,A0996 BN5650,BOSSARD,,
1,7,4,,2358535-5121,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5122,Each,,A0996 BN5651,BOSSARD,,
1,7,4,,2358535-5122,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5123,Each,,A0996 BN5652,BOSSARD,,
1,7,4,,2358535-5123,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5124,Each,,A0996 BN5653,BOSSARD,,
1,7,4,,2358535-5124,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5125,Each,,A0996 BN5654,BOSSARD,,
1,7,4,,2358535-5125,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5126,Each,,A0996 BN5655,BOSSARD,,
1,7,4,,2358535-5126,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5127,Each,,A0996 BN5656,BOSSARD,,
1,7,4,,2358535-5127,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5128,Each,,A0996 BN5657,BOSSARD,,
1,7,4,,2358535-5128,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5129,Each,,A0996 BN5658,BOSSARD,,
1,7,4,,2358535-5129,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5130,Each,,A0996 BN5659,BOSSARD,,
1,7,4,,2358535-5130,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5131,Each,,A0996 BN5660,BOSSARD,,
1,7,4,,2358535-5131,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5132,Each,,A0996 BN5661,BOSSARD,,
1,7,4,,2358535-5132,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5133,Each,,A0996 BN5662,BOSSARD,,
1,7,4,,2358535-5133,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5134,Each,,A0996 BN5663,BOSSARD,,
1,7,4,,2358535-5134,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5135,Each,,A0996 BN5664,BOSSARD,,
1,7,4,,2358535-5135,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5136,Each,,A0996 BN5665,BOSSARD,,
1,7,4,,2358535-5136,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5137,Each,,A0996 BN5666,BOSSARD,,
1,7,4,,2358535-5137,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5138,Each,,A0996 BN5667,BOSSARD,,
1,7,4,,2358535-5138,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5139,Each,,A0996 BN5668,BOSSARD,,
1,7,4,,2358535-5139,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5140,Each,,A0996 BN5669,BOSSARD,,
1,7,4,,2358535-5140,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5141,Each,,A0996 BN5670,BOSSARD,,
1,7,4,,2358535-5141,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5142,Each,,A0996 BN5671,BOSSARD,,
1,7,4,,2358535-5142,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5143,Each,,A0996 BN5672,BOSSARD,,
1,7,4,,2358535-5143,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5144,Each,,A0996 BN5673,BOSSARD,,
1,7,4,,2358535-5144,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5145,Each,,A0996 BN5674,BOSSARD,,
1,7,4,,2358535-5145,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5146,Each,,A0996 BN5675,BOSSARD,,
1,7,4,,2358535-5146,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5147,Each,,A0996 BN5676,BOSSARD,,
1,7,4,,2358535-5147,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5148,Each,,A0996 BN5677,BOSSARD,,
1,7,4,,2358535-5148,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5149,Each,,A0996 BN5678,BOSSARD,,
1,7,4,,2358535-5149,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5150,Each,,A0996 BN5679,BOSSARD,,
1,7,4,,2358535-5150,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5151,Each,,A0996 BN5680,BOSSARD,,
1,7,4,,2358535-5151,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5152,Each,,A0996 BN5681,BOSSARD,,
1,7,4,,2358535-5152,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5153,Each,,A0996 BN5682,BOSSARD,,
1,7,4,,2358535-5153,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5154,Each,,A0996 BN5683,BOSSARD,,
1,7,4,,2358535-5154,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5155,Each,,A0996 BN5684,BOSSARD,,
1,7,4,,2358535-5155,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5156,Each,,A0996 BN5685,BOSSARD,,
1,7,4,,2358535-5156,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5157,Each,,A0996 BN5686,BOSSARD,,
1,7,4,,2358535-5157,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5158,Each,,A0996 BN5687,BOSSARD,,
1,7,4,,2358535-5158,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5159,Each,,A0996 BN5688,BOSSARD,,
1,7,4,,2358535-5159,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5160,Each,,A0996 BN5689,BOSSARD,,
1,7,4,,2358535-5160,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5161,Each,,A0996 BN5690,BOSSARD,,
1,7,4,,2358535-5161,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5162,Each,,A0996 BN5691,BOSSARD,,
1,7,4,,2358535-5162,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5163,Each,,A0996 BN5692,BOSSARD,,
1,7,4,,2358535-5163,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5164,Each,,A0996 BN5693,BOSSARD,,
1,7,4,,2358535-5164,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5165,Each,,A0996 BN5694,BOSSARD,,
1,7,4,,2358535-5165,'1',SLOTTED FLAT HEAD SCREW BRASS M4X5166,Each,,A0996 BN5695,BOSSARD,,
